index,season_year,gamekey,playid,yardline_int,left_to_right,x_long_snapper,y_long_snapper,x_punt_returner,y_punt_returner
836,2016,6,3236,31,True,40.189998626709,29.809999465942397,84.7699966430664,29.5
858,2016,6,3870,31,False,79.9100036621094,29.6599998474121,36.8899993896484,29.9500007629394
880,2016,7,123,24,True,32.5499992370606,23.6599998474121,85.6699981689453,28.219999313354503
902,2016,6,2518,47,True,56.0999984741211,26.7700004577637,99.0999984741211,26.600000381469698
924,2016,6,655,26,False,87.0,29.6200008392334,29.2700004577637,33.830001831054695
946,2016,7,1800,46,True,54.189998626709006,27.850000381469698,100.48999786376999,31.6599998474121
967,2016,7,242,48,False,58.439998626709006,29.600000381469698,19.5499992370605,31.510000228881804
989,2016,7,817,30,False,80.61000061035149,29.4799995422363,37.0,28.0200004577637
1012,2016,7,4212,37,False,73.7200012207031,29.5799999237061,21.159999847412102,30.2700004577637
1034,2016,7,4309,19,True,28.399999618530302,23.9500007629394,73.0100021362305,23.9300003051758
1056,2016,7,3321,29,True,37.7400016784668,25.7999992370606,93.27999877929692,22.280000686645497
1078,2016,7,3469,46,True,54.7700004577637,26.3799991607666,100.91999816894501,22.7999992370606
1100,2016,7,3159,32,False,78.9000015258789,23.469999313354503,29.4500007629394,26.0200004577637
1123,2016,7,2889,21,False,89.7300033569336,26.7900009155273,40.22999954223629,27.989999771118196
1146,2016,7,2410,28,True,37.0999984741211,23.3899993896484,89.75,26.059999465942397
1168,2016,7,2551,32,False,79.55999755859379,23.649999618530302,26.309999465942397,22.0699996948242
1190,2016,7,1962,36,False,75.870002746582,26.7999992370606,19.729999542236303,26.1100006103516
1213,2016,8,3120,34,False,77.1600036621094,23.5200004577637,26.8600006103516,19.8799991607666
1235,2016,7,2067,5,True,13.9899997711182,29.559999465942397,67.19000244140621,33.7900009155273
1258,2016,8,3858,41,True,68.26999664306639,23.9799995422363,102.58999633789101,21.8899993896484
1280,2016,8,197,34,False,75.9800033569336,29.1800003051758,32.0200004577637,39.4900016784668
1302,2016,8,1649,35,True,43.9300003051758,27.5400009155273,92.3600006103516,23.0499992370606
1324,2016,8,854,37,False,73.1500015258789,29.719999313354503,29.6299991607666,24.489999771118196
1346,2016,8,342,40,True,49.6800003051758,23.6800003051758,99.2099990844726,20.8500003814697
1368,2016,8,460,17,False,93.9800033569336,29.059999465942397,49.1399993896484,25.0799999237061
1390,2016,8,1089,20,True,29.1399993896484,29.6399993896484,74.870002746582,23.7299995422363
1412,2016,8,1207,28,False,82.9499969482422,26.8700008392334,32.6300010681152,22.5400009155273
1434,2016,8,3665,36,False,74.8300018310547,30.149999618530302,24.5200004577637,27.719999313354503
1456,2016,8,1308,34,True,43.310001373290994,23.899999618530302,95.41000366210942,16.2099990844727
1478,2016,8,1432,47,False,63.2000007629395,24.3700008392334,20.6700000762939,26.649999618530302
1500,2016,8,2914,42,True,67.47000122070311,29.850000381469698,100.08999633789101,30.1599998474121
1522,2016,8,2088,16,False,94.80999755859379,23.7900009155273,42.689998626709,20.7000007629395
1544,2016,8,955,15,True,24.530000686645497,23.6700000762939,79.4000015258789,20.6499996185303
1566,2016,8,2678,30,False,80.9100036621094,27.6200008392334,35.7599983215332,27.899999618530302
1588,2016,8,1739,24,False,87.12000274658199,26.8899993896484,33.0200004577637,23.1399993896484
1610,2016,9,2847,46,False,64.9499969482422,29.7099990844727,19.9400005340576,31.1200008392334
1632,2016,9,3000,39,True,48.66999816894529,23.75,99.8199996948242,22.809999465942397
1654,2016,9,3196,33,False,78.4000015258789,27.3199996948242,24.7900009155273,26.690000534057603
1676,2016,9,3589,22,True,31.5900001525879,23.4799995422363,84.5100021362305,24.399999618530302
1698,2016,9,3488,49,False,59.75,29.2999992370606,,
1720,2016,9,1086,49,False,62.1500015258789,29.7700004577637,20.1299991607666,29.1700000762939
1742,2016,9,3675,28,False,83.1600036621094,30.059999465942397,31.969999313354503,30.2000007629394
1764,2016,9,3793,33,True,42.3600006103516,23.6700000762939,87.97000122070308,22.6399993896484
1786,2016,9,1178,19,True,28.2999992370606,23.559999465942397,79.4599990844727,23.8600006103516
1808,2016,9,1545,28,True,37.470001220703104,29.489999771118196,86.94000244140621,33.3499984741211
1830,2016,9,1448,44,False,54.9799995422363,29.5499992370606,20.0400009155273,30.239999771118196
1852,2016,10,3228,27,False,83.9899978637695,23.780000686645497,35.0699996948242,23.219999313354503
1874,2016,9,2395,33,True,42.5800018310547,25.9200000762939,95.3300018310547,22.5
1895,2016,9,487,43,False,53.720001220703104,23.510000228881804,20.2999992370605,24.489999771118196
1916,2016,10,2693,42,True,67.7900009155273,29.7700004577637,100.33999633789101,31.3799991607666
1938,2016,10,2810,20,False,90.9000015258789,28.5799999237061,45.209999084472706,29.3799991607666
1960,2016,10,3432,44,False,54.369998931884794,29.780000686645497,18.1200008392334,31.2700004577637
1982,2016,10,3790,31,True,40.060001373291,26.5499992370606,86.6500015258789,25.5
2004,2016,10,3981,23,True,32.3600006103516,29.760000228881804,81.0999984741211,32.720001220703104
2026,2016,10,925,46,False,64.8300018310547,23.7700004577637,21.809999465942397,23.489999771118196
2048,2016,10,1275,18,False,92.9599990844726,23.809999465942397,35.529998779296896,20.159999847412102
2070,2016,10,1409,37,True,46.5999984741211,29.4799995422363,92.08999633789058,30.190000534057603
2092,2016,10,1501,41,False,70.05999755859379,23.739999771118196,20.1200008392334,20.25
2114,2016,10,3878,38,False,73.5299987792969,23.5,18.6299991607666,27.1100006103516
2136,2016,11,2025,47,True,62.2599983215332,24.0699996948242,101.959999084473,23.719999313354503
2158,2016,10,642,47,False,64.4899978637695,23.6800003051758,20.3299999237061,23.239999771118196
2180,2016,10,491,30,True,39.75,23.4799995422363,90.6100006103516,22.690000534057603
2202,2016,10,758,7,True,15.770000457763699,25.719999313354503,69.9199981689453,25.0799999237061
2224,2016,11,2279,36,False,74.8399963378906,29.940000534057603,28.969999313354503,30.5699996948242
2246,2016,11,1327,33,False,77.5199966430664,23.7700004577637,31.3600006103516,23.989999771118196
2268,2016,11,2928,43,True,66.44000244140621,23.6700000762939,101.23999786376999,23.9599990844727
2289,2016,11,3453,19,False,91.5,28.0699996948242,45.4900016784668,25.7999992370606
2311,2016,11,1429,36,True,45.9900016784668,23.760000228881804,93.5500030517578,23.239999771118196
2333,2016,11,3651,34,False,76.7399978637695,29.8299999237061,29.2700004577637,29.6800003051758
2355,2016,11,3125,49,False,59.75,26.6700000762939,18.0499992370605,26.8299999237061
2377,2016,11,1460,31,True,40.97999954223629,23.6700000762939,85.19000244140621,23.1200008392334
2399,2016,11,339,39,False,71.3300018310547,23.7000007629394,27.8299999237061,21.2399997711182
2421,2016,12,1978,29,False,,,27.5,34.6300010681152
2442,2016,12,459,46,False,,,98.01000213623051,28.25
2463,2016,12,1404,17,False,,,41.709999084472706,32.6599998474121
2484,2016,12,3632,24,False,88.0500030517578,27.440000534057603,35.790000915527294,26.3600006103516
2506,2016,12,556,15,False,95.0699996948242,30.2700004577637,47.939998626709006,30.6299991607666
2527,2016,12,859,48,False,63.0999984741211,29.8299999237061,20.2900009155273,25.690000534057603
2548,2016,12,4621,30,False,81.7699966430664,27.8799991607666,32.189998626709,28.219999313354503
2570,2016,12,2990,30,False,,,30.899999618530302,26.6800003051758
2592,2016,12,3115,44,True,52.7299995422363,23.4200000762939,100.19000244140601,25.9599990844727
2614,2016,12,4485,29,False,,,89.4199981689453,30.9200000762939
2636,2016,12,2495,45,True,53.6100006103516,23.649999618530302,100.33999633789101,23.5499992370606
2658,2016,12,209,28,False,82.3399963378906,29.9500007629394,34.9799995422363,30.7299995422363
2679,2016,13,2743,35,True,44.5699996948242,28.440000534057603,94.87999725341801,32.4500007629394
2702,2016,13,3025,42,False,,,,
2724,2016,13,3679,42,False,52.41999816894529,23.7099990844727,18.1399993896484,21.3099994659424
2746,2016,13,3786,21,True,31.1100006103516,23.8199996948242,75.2300033569336,24.1700000762939
2768,2016,13,2034,28,False,82.4499969482422,29.9599990844727,28.0499992370606,31.030000686645497
2790,2016,13,2299,43,True,67.0800018310547,24.1299991607666,101.01000213623001,23.8199996948242
2812,2016,13,3964,33,False,77.5,23.739999771118196,34.7900009155273,21.5400009155273
2834,2016,13,3297,35,False,75.3000030517578,29.149999618530302,28.9799995422363,29.9200000762939
2856,2016,13,843,27,False,83.2200012207031,29.8700008392334,29.0900001525879,31.0200004577637
2878,2016,13,958,39,True,48.1399993896484,29.489999771118196,98.23999786376949,33.439998626709
2900,2016,13,1597,24,True,33.6300010681152,23.7900009155273,79.94000244140621,18.1100006103516
2922,2016,13,192,41,True,50.560001373290994,27.5200004577637,98.76000213623051,29.4099998474121
2944,2016,13,3503,26,True,35.3499984741211,24.0,80.370002746582,23.8700008392334
2965,2016,13,1486,25,False,86.0500030517578,29.9300003051758,36.5800018310547,31.190000534057603
2987,2016,13,3418,35,False,76.4300003051758,23.6800003051758,24.8799991607666,20.7000007629395
3009,2016,14,1797,36,False,47.33000183105471,24.0499992370606,18.0499992370605,19.340000152587898
3031,2016,14,1010,30,True,39.4900016784668,26.7999992370606,86.3600006103515,25.850000381469698
3053,2016,14,503,32,True,41.319999694824205,23.8299999237061,90.5500030517578,22.489999771118196
3075,2016,14,711,49,False,62.2599983215332,30.190000534057603,20.8500003814697,29.1800003051758
3097,2016,14,2450,30,False,81.0199966430664,23.899999618530302,30.8600006103516,21.559999465942397
3119,2016,14,2242,33,True,42.4199981689453,26.3600006103516,87.87999725341801,26.3799991607666
3142,2016,14,2273,38,True,46.9900016784668,26.5499992370606,91.22000122070308,26.649999618530302
3164,2016,14,3827,39,True,70.01999664306639,26.9500007629394,100.900001525879,29.7299995422363
3186,2016,14,2838,28,True,37.2999992370605,29.6800003051758,86.62999725341801,29.780000686645497
3208,2016,14,1903,9,True,18.2600002288818,29.600000381469698,64.5699996948242,29.690000534057603
3230,2016,15,2984,25,True,34.5699996948242,24.0400009155273,83.3000030517578,23.6200008392334
3232,2016,15,2984,25,True,34.5699996948242,24.0400009155273,84.5400009155273,23.6200008392334
3234,2016,15,2984,25,True,34.509998321533196,24.0200004577637,83.3000030517578,23.6200008392334
3236,2016,15,2984,25,True,34.509998321533196,24.0200004577637,84.5400009155273,23.6200008392334
3582,2016,15,4077,43,False,67.370002746582,29.850000381469698,19.75,29.5699996948242
3604,2016,15,3640,39,False,71.4199981689453,23.9099998474121,25.2099990844727,25.6800003051758
3626,2016,15,2838,38,False,73.0699996948242,23.8199996948242,26.030000686645497,24.3199996948242
3648,2016,15,3248,42,True,51.0200004577637,29.1299991607666,95.5,28.0799999237061
3670,2016,15,645,18,False,93.16000366210942,23.75,44.5499992370605,32.080001831054695
3692,2016,15,1555,26,False,85.3199996948242,29.809999465942397,37.3699989318848,31.4099998474121
3714,2016,15,1246,14,False,96.7699966430664,29.1700000762939,46.290000915527294,30.469999313354503
3736,2016,15,1647,23,True,32.669998168945305,29.8700008392334,75.1500015258789,28.4500007629394
3758,2016,15,3474,49,True,58.58000183105471,26.3799991607666,105.41000366210899,27.7000007629394
3780,2016,16,254,34,False,76.55999755859379,23.7299995422363,26.7099990844727,23.3400001525879
3782,2016,16,254,34,False,76.55999755859379,23.7299995422363,26.7000007629394,23.350000381469698
3784,2016,16,254,34,False,76.7099990844727,23.649999618530302,26.7099990844727,23.3400001525879
3786,2016,16,254,34,False,76.7099990844727,23.649999618530302,26.7000007629394,23.350000381469698
4132,2016,16,353,43,True,52.2400016784668,23.8199996948242,92.66000366210942,30.719999313354503
4154,2016,16,860,41,True,50.369998931884794,29.719999313354503,93.51000213623051,32.3699989318848
4176,2016,16,1045,48,False,62.540000915527294,24.1399993896484,17.7399997711182,24.0699996948242
4198,2016,16,1170,6,False,104.23000335693399,23.7900009155273,60.16999816894529,21.0300006866455
4220,2016,16,1405,14,False,96.8199996948242,26.510000228881804,45.2000007629395,25.5
4242,2016,16,1275,44,True,53.040000915527294,29.5200004577637,99.4199981689453,28.1200008392334
4264,2016,16,1676,23,False,87.4000015258789,23.940000534057603,38.77000045776371,22.7099990844727
4286,2016,16,1555,33,True,42.189998626709,29.4300003051758,89.9499969482422,29.1399993896484
4308,2016,16,2032,24,False,86.2099990844727,29.399999618530302,38.470001220703104,29.780000686645497
4330,2016,16,2595,34,True,43.029998779296896,23.469999313354503,90.3600006103516,23.969999313354503
4351,2016,16,2754,50,False,60.5900001525879,23.8299999237061,18.0300006866455,22.6599998474121
4373,2016,16,2348,46,False,56.0900001525879,23.850000381469698,17.6200008392334,23.8899993896484
4395,2016,16,4120,41,True,50.0699996948242,29.5699996948242,96.5500030517578,30.690000534057603
4417,2016,16,4239,29,False,81.4199981689453,25.2700004577637,34.2700004577637,25.0200004577637
4439,2016,16,3202,29,False,81.44000244140621,27.2000007629394,31.4799995422363,30.3400001525879
4461,2016,16,3359,44,True,53.310001373290994,29.239999771118196,96.16000366210942,29.280000686645497
4483,2016,17,657,24,False,85.9499969482422,23.6599998474121,30.149999618530302,24.739999771118196
4505,2016,17,751,37,True,47.209999084472706,29.8700008392334,89.51000213623051,30.530000686645497
4527,2016,17,1610,36,False,74.879997253418,23.4599990844727,26.4200000762939,23.6800003051758
4549,2016,17,386,4,False,106.94000244140601,23.780000686645497,52.5,19.1000003814697
4571,2016,17,273,43,True,52.1800003051758,23.75,94.80999755859379,24.239999771118196
4593,2016,17,2983,41,False,52.3899993896484,23.649999618530302,20.1299991607666,23.5799999237061
4615,2016,17,1397,37,False,73.5,29.7299995422363,24.399999618530302,29.0900001525879
4637,2016,17,3134,29,True,38.1599998474121,23.6399993896484,86.62999725341801,24.1299991607666
4659,2016,17,3731,9,False,101.959999084473,29.719999313354503,52.5699996948242,29.6399993896484
4679,2016,17,3631,37,True,46.0999984741211,29.7700004577637,93.4800033569336,29.2099990844727
4701,2016,17,3010,46,False,57.4300003051758,23.7000007629394,19.9200000762939,24.9099998474121
4723,2016,18,2900,26,True,35.540000915527294,27.9099998474121,80.1600036621094,29.6800003051758
4745,2016,17,2329,24,True,33.0699996948242,29.850000381469698,80.7600021362305,30.0200004577637
4767,2016,18,3145,45,False,65.33999633789061,23.9300003051758,18.4500007629395,23.3400001525879
4789,2016,18,132,23,True,31.8400001525879,29.2900009155273,80.1699981689453,29.969999313354503
4811,2016,18,515,34,True,43.540000915527294,23.7999992370606,90.37000274658199,24.7900009155273
4833,2016,18,279,42,False,68.47000122070311,23.7000007629394,19.8700008392334,21.2399997711182
4855,2016,18,649,31,False,79.86000061035149,26.8400001525879,33.0400009155273,27.1399993896484
4877,2016,18,979,31,False,79.3499984741211,29.7900009155273,35.3600006103516,30.219999313354503
4899,2016,18,1564,43,False,67.0100021362305,29.809999465942397,25.4300003051758,29.239999771118196
4921,2016,18,2713,42,True,51.0999984741211,29.809999465942397,100.73999786376999,30.0499992370606
4943,2016,19,144,10,True,19.2399997711182,23.7000007629394,66.22000122070311,23.100000381469698
4965,2016,19,3556,39,True,48.540000915527294,23.7900009155273,94.1500015258789,23.690000534057603
4987,2016,19,913,20,True,29.219999313354503,23.7900009155273,73.2200012207031,23.7299995422363
5009,2016,19,713,39,False,71.9100036621094,30.100000381469698,20.2900009155273,22.5799999237061
5031,2016,19,2444,32,False,78.6999969482422,29.9200000762939,30.190000534057603,29.2700004577637
5053,2016,19,1475,43,True,52.4300003051758,23.780000686645497,98.87000274658199,23.2000007629394
5075,2016,19,1626,37,False,73.9100036621094,29.8400001525879,24.2299995422363,29.2000007629394
5097,2016,20,588,20,False,91.05999755859379,23.5200004577637,39.27000045776371,37.9500007629395
5119,2016,20,2940,13,False,97.26000213623051,23.4500007629394,50.58000183105471,22.3700008392334
5141,2016,20,432,23,False,88.16000366210942,23.4799995422363,35.0999984741211,25.8299999237061
5163,2016,20,3461,29,False,82.05999755859379,23.3799991607666,30.6599998474121,23.780000686645497
5185,2016,20,4022,34,False,77.0,29.6299991607666,26.0799999237061,27.899999618530302
5207,2016,20,3310,30,True,39.529998779296896,23.5499992370606,89.1399993896485,22.6599998474121
5229,2016,20,1384,45,True,54.5499992370605,26.7000007629394,100.150001525879,26.5799999237061
5251,2016,20,2818,32,True,41.0099983215332,23.649999618530302,92.02999877929692,24.1100006103516
5273,2016,20,2515,37,True,46.4000015258789,28.1200008392334,96.41000366210942,25.9200000762939
5295,2016,20,2627,23,False,87.87000274658199,29.6800003051758,34.9799995422363,30.3899993896484
5317,2016,21,519,44,False,66.40000152587889,23.559999465942397,20.3700008392334,23.3400001525879
5339,2016,21,606,25,True,34.3699989318848,29.780000686645497,85.120002746582,30.2999992370606
5361,2016,21,1238,34,True,43.7000007629395,23.530000686645497,89.87000274658199,23.2299995422363
5383,2016,21,2587,45,True,63.7000007629395,29.7099990844727,99.69000244140621,29.809999465942397
5405,2016,21,2884,44,False,54.8499984741211,29.9799995422363,19.8999996185303,26.0699996948242
5427,2016,21,1375,29,False,81.80999755859379,23.9300003051758,34.669998168945305,20.7199993133545
5449,2016,21,3018,29,False,81.63999938964851,29.6800003051758,34.8800010681152,30.2000007629394
5471,2016,21,1533,47,True,62.209999084472706,28.9200000762939,99.9300003051758,29.5900001525879
5492,2016,22,2344,32,True,41.779998779296896,23.850000381469698,88.7900009155273,27.1599998474121
5514,2016,22,3718,43,True,66.98000335693361,28.1100006103516,102.220001220703,27.9200000762939
5536,2016,22,1718,25,False,85.98999786376949,29.780000686645497,33.0999984741211,32.1199989318848
5558,2016,22,3260,9,True,17.9899997711182,24.4200000762939,68.25,26.5
5580,2016,22,1231,6,False,105.33000183105499,29.5900001525879,51.4000015258789,32.4500007629394
5602,2016,22,438,23,False,87.27999877929692,24.2099990844727,40.0,20.6700000762939
5624,2016,22,2820,35,False,76.1600036621094,30.260000228881804,25.8299999237061,30.5
5646,2016,23,3405,16,True,25.3400001525879,23.8199996948242,72.3199996948242,22.4300003051758
5668,2016,22,2733,19,True,28.2099990844727,29.7299995422363,70.5199966430664,31.4200000762939
5690,2016,23,752,38,True,47.220001220703104,29.850000381469698,95.9800033569336,30.6299991607666
5712,2016,23,1067,47,False,57.83000183105471,23.7900009155273,17.9400005340576,23.8199996948242
5734,2016,23,884,38,False,71.6699981689453,29.9099998474121,,
5756,2016,23,1157,21,True,30.6299991607666,23.690000534057603,82.8199996948242,23.469999313354503
5778,2016,24,725,30,True,39.680000305175795,29.6100006103516,87.80999755859379,26.9599990844727
5799,2016,23,3065,44,False,66.75,29.8600006103516,19.6200008392334,31.0900001525879
5821,2016,24,3633,46,False,64.1399993896484,23.5799999237061,17.7900009155273,25.489999771118196
5843,2016,24,2795,50,False,60.529998779296896,30.3400001525879,21.2199993133545,30.969999313354503
5865,2016,24,2613,27,True,36.22999954223629,23.690000534057603,82.80999755859379,16.0599994659424
5887,2016,23,2764,41,False,51.66999816894529,23.649999618530302,17.8799991607666,23.780000686645497
5910,2016,24,3806,21,True,29.5799999237061,29.5200004577637,77.879997253418,28.1599998474121
5932,2016,24,4136,30,True,38.8699989318848,29.649999618530302,83.80999755859379,29.1599998474121
5954,2016,24,2481,25,False,85.5500030517578,29.3600006103516,31.4799995422363,31.1399993896484
5976,2016,25,255,27,False,83.4899978637695,29.809999465942397,37.4500007629395,30.0799999237061
5998,2016,24,1666,33,True,42.6500015258789,29.4500007629394,90.4800033569336,27.2000007629394
6020,2016,25,356,33,True,42.2599983215332,24.7999992370606,85.7600021362305,21.25
6042,2016,25,2550,31,False,79.0500030517578,23.7999992370606,41.3800010681152,21.3999996185303
6064,2016,25,3836,45,True,54.4500007629395,30.030000686645497,96.6800003051758,30.0799999237061
6086,2016,25,2791,8,False,102.889999389648,26.530000686645497,62.5099983215332,23.3799991607666
6108,2016,25,3164,46,True,55.560001373290994,29.690000534057603,99.87000274658199,30.1700000762939
6130,2016,25,3070,20,False,90.3499984741211,23.809999465942397,49.8600006103516,22.1800003051758
6152,2016,25,3705,44,False,66.33999633789061,29.6399993896484,21.0100002288818,26.260000228881804
6174,2016,25,3953,22,False,88.3600006103515,29.6599998474121,43.720001220703104,32.8899993896484
6196,2016,26,2291,48,True,60.9500007629395,23.899999618530302,100.01000213623001,22.7900009155273
6218,2016,26,2608,22,True,31.239999771118196,29.780000686645497,75.620002746582,29.5799999237061
6240,2016,26,2429,46,False,65.08999633789061,24.3700008392334,18.7399997711182,24.719999313354503
6262,2016,26,3234,21,False,90.1800003051758,23.6100006103516,42.9500007629395,25.9200000762939
6284,2016,26,2740,22,False,88.9199981689453,29.8600006103516,37.0900001525879,29.600000381469698
6306,2016,26,2776,17,False,93.8300018310547,29.9799995422363,42.7000007629395,29.3799991607666
6328,2016,26,2876,32,True,42.3300018310547,23.780000686645497,90.2300033569336,22.9599990844727
6350,2016,26,627,44,False,66.83999633789061,29.8600006103516,19.3700008392334,28.190000534057603
6372,2016,26,262,41,False,51.75,29.899999618530302,18.8899993896484,31.059999465942397
6394,2016,26,731,23,True,32.2999992370606,23.8700008392334,83.9300003051758,24.6399993896484
6416,2016,26,1267,16,False,94.9800033569336,23.850000381469698,41.9900016784668,25.0200004577637
6438,2016,26,896,46,True,55.3499984741211,23.75,99.9499969482422,18.8600006103516
6460,2016,26,1039,50,False,60.66999816894529,23.940000534057603,18.8600006103516,24.350000381469698
6482,2016,27,2942,22,False,88.73999786376949,29.719999313354503,41.7599983215332,30.0
6503,2016,26,1167,48,True,57.2700004577637,29.9200000762939,100.819999694824,26.3899993896484
6525,2016,26,1720,23,False,87.8899993896485,23.850000381469698,37.430000305175795,24.4200000762939
6547,2016,27,1184,6,False,104.889999389648,23.8199996948242,53.6599998474121,20.5400009155273
6569,2016,27,1617,46,False,57.029998779296896,29.6700000762939,17.020000457763697,32.4599990844727
6590,2016,27,521,49,True,58.5699996948242,24.0799999237061,102.860000610352,25.7299995422363
6612,2016,27,2317,23,True,31.969999313354503,23.7999992370606,85.1600036621094,21.1499996185303
6634,2016,27,2479,40,False,70.5500030517578,29.8199996948242,25.100000381469698,30.3600006103516
6655,2016,27,763,38,False,72.5999984741211,24.0,27.0400009155273,24.280000686645497
6677,2016,27,1702,28,True,37.2400016784668,29.850000381469698,85.0400009155273,29.5699996948242
6699,2016,27,1906,36,False,74.5999984741211,29.6700000762939,27.3299999237061,33.3899993896484
6721,2016,27,3624,42,True,67.51999664306639,29.9099998474121,100.5,29.9300003051758
6742,2016,27,125,23,False,87.62999725341801,23.8199996948242,39.8699989318848,22.5499992370606
6764,2016,28,1256,33,False,77.6699981689453,23.8799991607666,37.1100006103516,18.520000457763697
6785,2016,27,3720,9,False,101.73999786376999,29.690000534057603,52.2700004577637,32.919998168945305
6807,2016,28,2806,47,False,57.5499992370605,29.9200000762939,19.2199993133545,32.330001831054695
6829,2016,28,2616,47,True,56.720001220703104,29.75,98.58999633789058,35.3699989318848
6851,2016,28,1815,25,False,85.7600021362305,23.8799991607666,39.680000305175795,18.6100006103516
6873,2016,28,3023,37,False,73.7099990844727,26.0699996948242,23.3199996948242,21.8700008392334
6895,2016,28,3128,3,True,12.75,29.8799991607666,60.3899993896484,35.22999954223629
6917,2016,28,3267,21,False,89.8000030517578,27.3799991607666,41.02000045776371,21.2900009155273
6939,2016,28,3457,40,False,50.5499992370605,28.899999618530302,19.909999847412102,30.010000228881804
6960,2016,28,3984,32,True,41.2999992370605,30.010000228881804,90.8499984741211,35.720001220703104
6982,2016,28,127,20,False,91.0,23.9200000762939,40.0099983215332,21.0599994659424
7004,2016,28,4168,41,True,50.4300003051758,24.6700000762939,100.610000610352,18.659999847412102
7026,2016,28,2927,10,True,18.7999992370605,29.969999313354503,66.16000366210939,31.690000534057603
7048,2016,28,872,15,True,23.940000534057603,30.239999771118196,71.3300018310547,33.6500015258789
7070,2016,28,1355,10,True,19.0599994659424,29.9200000762939,70.27999877929689,32.4599990844727
7092,2016,28,620,22,True,31.7099990844727,24.1299991607666,82.2300033569336,26.399999618530302
7114,2016,28,748,33,False,78.2300033569336,23.989999771118196,26.5,21.3199996948242
7136,2016,29,2278,27,False,82.7399978637695,23.8299999237061,34.009998321533196,23.190000534057603
7158,2016,29,3443,47,True,56.3400001525879,29.5400009155273,99.9000015258789,29.4099998474121
7180,2016,29,3270,23,False,86.80999755859379,23.5900001525879,35.7000007629395,29.2000007629394
7202,2016,29,3780,5,False,105.87999725341801,29.760000228881804,56.5499992370605,33.669998168945305
