,season_year,gamekey,playid,gsisid,time,x,y,dis,o,dir,event,number,position,role,generalized_role,punting_returning_team,gsisid_injured,player_activity_derived,turnover_related,primary_impact_type,primary_partner_gsisid,primary_partner_activity_derived,friendly_fire,ball_snap,fair_catch,line_set,penalty_accepted,penalty_flag,play_submit,punt,punt_play,mph,injured_player,primary_partner_player,left_to_right
285,2017,607,978,32114,2017-12-15 02:03:15.100,57.0099983215332,22.26000022888184,0.36000001430511475,302.3500061035156,50.97999954223633,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,7.36363667260462,False,True,False
305,2017,607,978,32114,2017-12-15 02:03:17.700,57.91999816894531,24.3700008392334,0.019999999552965164,343.32000732421875,302.0,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.40909090085610555,False,True,False
306,2017,607,978,32114,2017-12-15 02:03:17.800,57.91999816894531,24.38999938964844,0.029999999329447743,347.6600036621094,309.07000732421875,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.6136363512841583,False,True,False
312,2017,607,978,32114,2017-12-15 02:03:13.300,49.47999954223633,19.21999931335449,0.5400000214576721,7.010000228881836,76.47000122070312,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,11.045455008906929,False,True,False
313,2017,607,978,32114,2017-12-15 02:03:13.400,49.97999954223633,19.309999465942386,0.5,0.9800000190734864,75.98000335693358,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.22727275,False,True,False
314,2017,607,978,32114,2017-12-15 02:03:13.500,50.47000122070313,19.399999618530273,0.4900000095367432,354.739990234375,75.37000274658203,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.022727490069748,False,True,False
315,2017,607,978,32114,2017-12-15 02:03:13.100,48.4099998474121,19.0,0.41999998688697815,17.729999542236328,77.3499984741211,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,8.590908841779097,False,True,False
316,2017,607,978,32114,2017-12-15 02:03:13.200,48.95000076293945,19.1200008392334,0.5600000023841858,12.590000152587892,76.94000244140625,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,11.454545528767436,False,True,False
322,2017,607,978,32114,2017-12-15 02:03:15.200,57.2599983215332,22.520000457763672,0.36000001430511475,303.0400085449219,48.9099998474121,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,7.36363667260462,False,True,False
323,2017,607,978,32114,2017-12-15 02:03:15.800,58.4099998474121,23.84000015258789,0.2300000041723252,313.69000244140625,36.54999923706055,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,4.704545550343015,False,True,False
324,2017,607,978,32114,2017-12-15 02:03:15.900,58.54999923706055,24.01000022888184,0.2199999988079071,314.98001098632807,33.799999237060554,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,4.499999985616281,False,True,False
325,2017,607,978,32114,2017-12-15 02:03:15.600,58.08000183105469,23.45000076293945,0.2899999916553497,310.70999145507807,41.02999877929688,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,5.93181802431397,False,True,False
326,2017,607,978,32114,2017-12-15 02:03:15.700,58.2599983215332,23.65999984741211,0.2800000011920929,312.4700012207032,38.84000015258789,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,5.727272764383718,False,True,False
344,2017,607,978,32114,2017-12-15 02:03:17.900,57.9099998474121,24.43000030517578,0.03999999910593033,351.6700134277344,315.98001098632807,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.8181818017122111,False,True,False
345,2017,607,978,32114,2017-12-15 02:03:17.500,57.93999862670898,24.32999992370605,0.019999999552965164,334.82000732421875,290.2799987792969,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.40909090085610555,False,True,False
346,2017,607,978,32114,2017-12-15 02:03:17.600,57.91999816894531,24.34000015258789,0.019999999552965164,339.010009765625,295.6199951171875,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.40909090085610555,False,True,False
347,2017,607,978,32114,2017-12-15 02:03:18.200,57.84000015258789,24.569999694824208,0.05000000074505806,356.9700012207031,327.760009765625,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.022727290239824,False,True,False
348,2017,607,978,32114,2017-12-15 02:03:18.300,57.81999969482422,24.60000038146973,0.029999999329447743,356.95001220703125,328.0,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.6136363512841583,False,True,False
349,2017,607,978,32114,2017-12-15 02:03:18.400,57.81999969482422,24.6299991607666,0.029999999329447743,356.6499938964844,327.9200134277344,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.6136363512841583,False,True,False
350,2017,607,978,32114,2017-12-15 02:03:18.000,57.88999938964844,24.489999771118164,0.059999998658895486,354.75,321.5299987792969,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.2272727025683166,False,True,False
351,2017,607,978,32114,2017-12-15 02:03:18.100,57.86000061035156,24.53000068664551,0.05000000074505806,356.45999145507807,325.70999145507807,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.022727290239824,False,True,False
357,2017,607,978,32114,2017-12-15 02:03:13.800,51.959999084472656,19.729999542236328,0.5199999809265137,336.6199951171875,73.05000305175781,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.636363269860505,False,True,False
358,2017,607,978,32114,2017-12-15 02:03:13.900,52.459999084472656,19.860000610351566,0.5199999809265137,331.70001220703125,72.16999816894531,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.636363269860505,False,True,False
370,2017,607,978,32114,2017-12-15 02:03:16.300,58.63000106811523,24.34000015258789,0.059999998658895486,317.3599853515625,13.229999542236328,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.2272727025683166,False,True,False
371,2017,607,978,32114,2017-12-15 02:03:16.400,58.59000015258789,24.3700008392334,0.03999999910593033,317.0899963378906,4.239999771118163,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.8181818017122111,False,True,False
372,2017,607,978,32114,2017-12-15 02:03:16.000,58.61999893188477,24.1299991607666,0.12999999523162842,316.2699890136719,30.75,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,2.659090817465126,False,True,False
373,2017,607,978,32114,2017-12-15 02:03:16.100,58.6599998474121,24.229999542236328,0.10999999940395357,317.0400085449219,26.170000076293945,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,2.249999992808141,False,True,False
374,2017,607,978,32114,2017-12-15 02:03:16.200,58.6599998474121,24.29999923706055,0.07000000029802321,317.4200134277344,20.559999465942386,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.4318181910959291,False,True,False
375,2017,607,978,32114,2017-12-15 02:03:13.600,50.959999084472656,19.5,0.5,348.30999755859375,74.66000366210938,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.22727275,False,True,False
376,2017,607,978,32114,2017-12-15 02:03:13.700,51.45000076293945,19.600000381469727,0.5099999904632568,342.1400146484375,73.87999725341797,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.431818009930252,False,True,False
397,2017,607,978,32114,2017-12-15 02:03:14.000,52.95000076293945,20.01000022888184,0.5199999809265137,328.0299987792969,71.0199966430664,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.636363269860505,False,True,False
398,2017,607,978,32114,2017-12-15 02:03:14.300,54.36999893188477,20.489999771118164,0.479999989271164,317.4200134277344,66.22000122070314,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,9.818181620546534,False,True,False
399,2017,607,978,32114,2017-12-15 02:03:14.400,54.790000915527344,20.670000076293945,0.44999998807907104,313.4200134277344,64.36000061035156,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,9.204545231162815,False,True,False
419,2017,607,978,32114,2017-12-15 02:03:16.700,58.4000015258789,24.38999938964844,0.07999999821186066,314.98001098632807,315.70999145507807,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.6363636034244222,False,True,False
420,2017,607,978,32114,2017-12-15 02:03:16.800,58.31999969482422,24.3700008392334,0.07999999821186066,314.94000244140625,299.3399963378906,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.6363636034244222,False,True,False
421,2017,607,978,32114,2017-12-15 02:03:16.900,58.25,24.34000015258789,0.07999999821186066,316.05999755859375,290.80999755859375,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.6363636034244222,False,True,False
422,2017,607,978,32114,2017-12-15 02:03:16.500,58.540000915527344,24.3799991607666,0.059999998658895486,316.67999267578125,351.8699951171875,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.2272727025683166,False,True,False
423,2017,607,978,32114,2017-12-15 02:03:16.600,58.47999954223633,24.38999938964844,0.059999998658895486,315.7699890136719,334.17999267578125,,"48, 53, 48d","OLB, OLB, OLB",PDR2,Defensive_Lineman,Returning_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.2272727025683166,False,True,False
